,artist,album,albumcount,year
256975,Soundtrack,Black And White,3,2015
257031,Soundtrack,Blade Runner 2049,1,2017
257033,Soundtrack,Blind Date,1,2016
257037,Soundtrack,Blow,4,2018
257228,Soundtrack,Bridget Jones's Baby,1,2016
257257,Soundtrack,Bright: The Album,6,2017
257401,Soundtrack,Captain America: Civil War,1,2011
257413,Soundtrack,Cars 2,1,2011
257443,Soundtrack,Charlie And The Chocolate Factory,5,2013
257497,Soundtrack,Christine,5,2017
257510,Soundtrack,Cinderella,4,2016
257537,Soundtrack,Cobra,6,2017
257570,Soundtrack,Cocoon,4,2010
257654,Soundtrack,Creed,2,2015
257749,Soundtrack,Deadpool 2,5,2018
257808,Soundtrack,Destiny: Original Soundtrack,2,2014
257949,Soundtrack,Dollar ($),5,2015
258064,Soundtrack,Driven,2,2012
258248,Soundtrack,"Empire: Original Soundtrack Season 2, Volume 2",5,2015
258297,Soundtrack,"Everything, Everything",1,2019
258339,Soundtrack,Fantastic Four: The Album,3,2013
258390,Soundtrack,Final Fantasy: The Spirits Within,1,2013
258444,Soundtrack,Flicka,3,2010
258595,Soundtrack,French Kiss,3,2015
258607,Soundtrack,Frida,1,2016
258730,Soundtrack,"Game Of Thrones: Season 7, Music From The HBO Series",1,2017
258737,Soundtrack,Get Shorty,2,2018
258798,Soundtrack,Girl 6,4,2017
258804,Soundtrack,"Glee, Season Six: Dreams Come True (EP)",1,2011
258858,Soundtrack,Glen Campbell: I'll Be Me,2,2015
258892,Soundtrack,Godzilla,1,2016
258919,Soundtrack,GoldenEye,2,2012
259001,Soundtrack,"Goodbye, Mr. Chips",5,2012
259134,Soundtrack,Grey's Anatomy: The Music Event,2,2018
259170,Soundtrack,Hairspray Live!: Original Soundtrack Of The NBC Television Event,1,2016
259191,Soundtrack,Halloween (2018),1,2018
259253,Soundtrack,Halo 4,3,2012
259274,Soundtrack,Halo 5: Guardians,1,2015
259440,Soundtrack,Hatfields & McCoys,1,2012
259576,Soundtrack,High Fidelity,4,2010
259677,Soundtrack,Home On The Range,1,2017
259815,Soundtrack,How To Train Your Dragon 2: Music From The Motion Picture,3,2019
259948,Soundtrack,Interstellar,4,2012
260013,Soundtrack,Iron Man 3: Heroes Fall: Music Inspired By The Motion Picture,3,2013
260017,Soundtrack,Jackass,2,2013
260050,Soundtrack,Jersey Shore,6,2010
260068,Soundtrack,"Jesus Christ Superstar: Live In Concert, The NBC Television Event",2,2018
260122,Soundtrack,Jurassic World,1,2018
260161,Soundtrack,Justice League,1,2017
260276,Soundtrack,Legend,7,2014
260322,Soundtrack,Lenny,3,2014
260392,Soundtrack,Life Is Beautiful (La Vita E Bella),1,2013
260430,Soundtrack,Long Journey Home,1,2017
260470,Soundtrack,Lost In Space,4,2018
260552,Soundtrack,Madagascar: Escape 2 Africa,2,2018
260573,Soundtrack,Maleficent,2,2014
260631,Soundtrack,Man Of Steel,5,2011
260685,Soundtrack,Mary Poppins Returns,5,2018
260713,Soundtrack,Mass Effect 3,1,2012
260750,Soundtrack,"Me, Myself & Irene",4,2018
261068,Soundtrack,"Nashville: The Music Of Nashville: Season 5, Volume 1",1,2013
261083,Soundtrack,Neighbors,1,2019
261133,Soundtrack,Nine,6,2017
261136,Soundtrack,Not Another Teen Movie,2,2016
261247,Soundtrack,Oliver & Company,7,2017
261289,Soundtrack,Once Upon A Time: The Musical Episode (EP),1,2017
261300,Soundtrack,One Tree Hill,7,2014
261356,Soundtrack,"Outlander: The Series, Original Television Soundtrack: Season 2",1,2015
261462,Soundtrack,Pennies From Heaven,2,2013
261567,Soundtrack,Phineas And Ferb: Holiday Favorites,4,2015
261651,Soundtrack,Posse,2,2015
261830,Soundtrack,Resident Evil: Apocalypse,5,2019
261915,Soundtrack,Rick And Morty,1,2018
261951,Soundtrack,Rio 2: Music From The Motion Picture,1,2019
261980,Soundtrack,Robots,1,2010
262096,Soundtrack,SMASH: Bombshell,3,2014
262119,Soundtrack,Safe Haven,2,2013
262261,Soundtrack,Sex And The City 2,4,2014
262315,Soundtrack,Shenandoah,2,2017
262328,Soundtrack,Sherlock Holmes,2,2013
262385,Soundtrack,Skyfall,1,2017
262386,Soundtrack,Slam: The Soundtrack,3,2018
262407,Soundtrack,Snow Day,2,2018
262434,Soundtrack,Son Of God,2,2014
262526,Soundtrack,Sparkle,7,2012
262560,Soundtrack,Spectre,1,2016
262590,Soundtrack,Spider-Man: Into The Spider-Verse,4,2018
262640,Soundtrack,Star Trek: Into Darkness,3,2017
262737,Soundtrack,"Steven Universe, Volume 1",2,2017
262777,Soundtrack,Stranger Things 2: A Netflix Original Series,1,2017
262813,Soundtrack,Stranger Things: Music From The Netflix Original Series,1,2017
262843,Soundtrack,Street Fighter,4,2015
263063,Soundtrack,Take The Lead,4,2015
263173,Soundtrack,Team America: World Police,2,2012
263299,Soundtrack,The Amazing Spider-Man 2,3,2014
263321,Soundtrack,The Avengers (Score),1,2012
263519,Soundtrack,The Descendants,2,2016
263556,Soundtrack,The Flash: Music From The Special Episode: Duet (EP),2,2015
263589,Soundtrack,The Get Down,1,2016
263678,Soundtrack,The Hangover Part II,2,2011
263709,Soundtrack,The Help,7,2018
263791,Soundtrack,The Legend Of Korra: Original Music From Book One,1,2015
263861,Soundtrack,The Lost World: Jurassic Park,4,2018
263893,Soundtrack,The Man With The Iron Fists,3,2013
263945,Soundtrack,The Mortal Instruments: City Of Bones,3,2017
263969,Soundtrack,The PJ's,7,2013
264009,Soundtrack,The Peanuts Movie,5,2016
264162,Soundtrack,The Smurfs 2: Music From And Inspired By,1,2013
264263,Soundtrack,The Vampire Diaries,1,2010
264281,Soundtrack,The Walking Dead: AMC Original Soundtrack - Vol. 2 (EP),1,2013
264289,Soundtrack,The War,2,2017
264380,Soundtrack,The Wiz Live!: Original Soundtrack Of The NBC Television Event,1,2015
264716,Soundtrack,Tron,5,2016
264730,Soundtrack,Troy,3,2018
264749,Soundtrack,True Blood: Music From The HBO Original Series: Volume 3,1,2014
264780,Soundtrack,True Detective: Music From The HBO Series,1,2015
264860,Soundtrack,Uncle Drew,1,2018
264922,Soundtrack,Valentine's Day,5,2018
264967,Soundtrack,Voices: WWE The Music Vol. 9,7,2012
265003,Soundtrack,Wall - E,3,2018
265037,Soundtrack,War And Peace,3,2016
265057,Soundtrack,Watchman: Score,1,2017
265114,Soundtrack,Westworld: Music From The HBO Series - Season 1,1,2016
265194,Soundtrack,Will & Grace: Let The Music Out!,2,2017
265380,Soupy Sales,Soupy Sales Sez Do The Mouse And Other Teen Hits,7,2011
265411,South Central Cartel,All Day Everyday,1,2018
265444,Southern Comfort,Frog City,2,2014
266147,Spiritualized,Sweet Heart Sweet Light,2,2012
266321,Spoon,Hot Thoughts,3,2017
266587,St. Lucia,Matter,1,2016
266598,St. Lucia,When The Night,1,2013
266630,St. Paul & The Broken Bones,Half The City,5,2014
266642,St. Paul & The Broken Bones,Sea Of Noise,1,2016
266657,St. Paul & The Broken Bones,Young Sick Camellia,1,2018
266682,St. Vincent,Masseduction,2,2017
266696,St. Vincent,Strange Mercy,4,2011
266795,Stacy Barthe,BEcoming,1,2015
266923,Staind,Live From Mohegan Sun,1,2012
266966,Stalley,Ohio,2,2014
266988,Stampeders,Sweet City Woman,6,2016
267214,Starbomb,Player Select,1,2014
267228,Starbomb,Starbomb,1,2013
267303,Starlito,Cold Turkey,1,2013
267318,Starlito / Don Trip,Step Brothers THREE,2,2017
267333,Starlito / Don Trip,Step Brothers Two,1,2013
267358,Stars,No One Is Lost,1,2014
267369,Stars,The Five Ghosts,1,2010
267381,Stars,The North,2,2012
267393,Stars In Stereo,Leave Your Mark,1,2014
267418,Starset,Transmissions,1,2014
267438,Starset,Vessels,1,2017
267495,State Champs,Around The World And Back,2,2015
267506,State Champs,Living Proof,1,2018
267519,State Champs,The Acoustic Things (EP),1,2014
267526,State Champs,The Finer Things,1,2013
267630,Statik Selektah,Extended Play,1,2013
267757,Steel Panther,All You Can Eat,2,2013
267769,Steel Panther,Balls Out,2,2011
267794,Steel Panther,Live From Lexxi's Mom's Garage,1,2016
267807,Steel Panther,Lower The Bar,1,2017
268000,Steffany Gretzinger,Blackout,1,2018
268013,Steffany Gretzinger,The Undoing,3,2014
268115,Stephen Kellogg And The Sixers,Gift Horse,1,2011
268180,Stephen Malkmus,Stephen Malkmus,2,2019
268190,Stephen Malkmus And The Jicks,Mirror Traffic,2,2011
268216,Stephen Malkmus And The Jicks,Sparkle Hard,1,2018
268227,Stephen Malkmus And The Jicks,Wig Out At Jagbags,2,2013
268352,Stephen Stills & Judy Collins,Everybody Knows,1,2017
268484,Stereo Skyline!,Stuck On Repeat,1,2010
268602,Steve Aoki,Neon Future III,1,2018
268621,Steve Aoki,Steve Aoki Presents Kolony,1,2017
268656,Steve Cropper,Dedicated: A Salute To The 5 Royales,1,2011
268742,Steve Earle,I'll Never Get Out Of This World Alive,4,2011
268820,Steve Earle & The Dukes (& Duchesses),Low Highway,3,2013
268834,Steve Earle And The Dukes,So You Wannabe An Outlaw,1,2017
268846,Steve Earle And The Dukes,Terraplane,2,2015
268913,Steve Forbert,Steve Forbert,6,2011
268943,Steve Grand,All American Boy,1,2016
269022,Steve Harris,British Lion,1,2012
269066,Steve Holy,Love Don't Run,1,2011
269228,Steve Martin & Edie Brickell,So Familiar,1,2015
269296,Steve Perry,Traces,4,2018
269317,Steve Tyrell,Back To Bacharach: The Songs Of Burt Bacharach And Hal David,1,2018
269388,Steve Vai,The Story Of Light,1,2012
269585,Steven Curtis Chapman,Joy,2,2012
269611,Steven Curtis Chapman,The Glorious Unfolding,6,2013
269650,Steven Curtis Chapman,Worship And Believe,1,2016
269667,Steven Tyler,We're All Somebody From Somewhere,4,2016
269682,Steven Wilson,4 1/2,1,2016
269688,Steven Wilson,Grace For Drowning,1,2011
269701,Steven Wilson,The Raven That Refused To Sing And Other Stories,2,2013
269707,Steven Wilson,To The Bone,1,2017
269731,Stevie Nicks,24 Karat Gold: Songs From The Vault,6,2014
270034,Stevie Stone,2 Birds 1 Stone,1,2013
270052,Stevie Stone,Malta Bend,1,2015
270072,Stevie Stone,Momentum (EP),1,2012
270329,Stick Figure,Set In Stone,1,2015
270343,Stick To Your Guns,Better Ash Than Dust (EP),1,2016
270348,Stick To Your Guns,Diamond,1,2012
270360,Stick To Your Guns,Disobedient,1,2015
270371,Stick To Your Guns,True View,1,2017
270432,Sting,57th & 9th,6,2016
270445,Sting,Best Of 25 Years,1,2011
270458,Sting,Demolition Man,5,2019
270510,Sting,Symphonicities,7,2010
270543,Sting,The Last Ship,6,2013
270569,Sting & Shaggy,44/876,3,2018
270605,Stitched Up Heart,Never Alone,1,2016
270696,Stone Sour,Hydrograd,3,2017
270711,Stone Sour,Meanwhile In Burbank... (EP),1,2015
270833,Stone Temple Pilots With Chester Bennington,High Rise (EP),3,2013
270838,Stoney LaRue,Aviator,1,2014
270852,Stoney LaRue,Velvet,1,2011
270876,Storm Corrosion,Storm Corrosion,1,2012
270922,Story Of The Year,The Constant,2,2010
270985,Straight No Chaser,Six Pack (EP),1,2011
270991,Straight No Chaser,The New Old Fashioned,1,2015
271034,Straight No Chaser,With A Twist,4,2010
271170,Stray From The Path,Anonymous,1,2013
271232,Street Sweeper Social Club,The Ghetto Blaster (EP),1,2010
271239,Streetlight Manifesto,99 Songs Of Revolution,1,2010
271250,Streetlight Manifesto,Hands That Thieve,1,2013
271303,Strung Out,Transmission.Alpha.Delta,1,2015
271337,Stryper,Fallen,1,2015
271349,Stryper,God Damn Evil,1,2018
271382,Stryper,No More Hell To Pay,2,2013
271395,Stryper,Second Coming,1,2013
271421,Stryper,The Covering,1,2011
271511,Styles P,Float,1,2013
271523,Styles P,G-Host,1,2018
271539,Styles P,Master Of Ceremonies,3,2011
271583,Styx,Come Sail Away: The Styx Anthology,1,2014
271668,Styx,The Mission,2,2017
271809,Sublime With Rome,Sirens,1,2015
271846,Suffocation,Pinnacle Of Bedlam,1,2013
271856,Sufjan Stevens,Age Of Adz,6,2010
271867,Sufjan Stevens,All Delighted People (EP),4,2010
271888,Sufjan Stevens,Carrie & Lowell,7,2015
271900,Sufjan Stevens,Silver & Gold,1,2012
272013,"Sufjan Stevens, Nico Muhly, Bryce Dessner & James McAlister",Planetarium,1,2017
272223,Sugarland,Bigger,5,2018
272311,Suicidal Tendencies,13,1,2013
272379,Suicidal Tendencies,Still Cyco After All These Years,3,2018
272391,Suicidal Tendencies,World Gone Mad,1,2016
272414,Suicide Silence,Suicide Silence,1,2012
272439,Suicide Silence,You Can't Stop Me,5,2014
272451,Sully Erna,Avalon,4,2010
272462,Sully Erna,Hometown Life,1,2016
272472,Sum 41,13 Voices,1,2016
272534,Sum 41,Screaming Bloody Murder,2,2011
272596,Sun Kil Moon,Benji,1,2014
272607,Sundance Head,The Voice: The Complete Season 11 Collection,1,2016
272618,Sundy Best,Bring Up The Sun,1,2014
272633,Sunny & The Sunliners,Talk To Me,2,2016
272665,Sunny Sweeney,Concrete,5,2011
272675,Sunny Sweeney,Provoked,1,2014
272740,SuperHeavy,SuperHeavy,5,2011
272780,Superchunk,I Hate Music,1,2013
272791,Superchunk,Majesty Shredding,2,2010
272802,Superchunk,What A Time To Be Alive,1,2018
272826,Superfruit,Future Friends,1,2017
272980,Surfer Blood,1000 Palms,1,2015
272991,Surfer Blood,Astro Coast,2,2010
273001,Surfer Blood,Pythons,1,2013
273076,Susan,Falling In Love Again,5,2017
273099,Susan Boyle,A Wonderful World,1,2016
273314,Suzanne Vega,Tales from the Realm of the Queen of Pentacles,1,2014
273391,Swans,The Glowing Man,1,2016
273399,Swans,The Seer,1,2012
273410,Swans,To Be Kind,2,2014
273499,Sweet,Off The Record,4,2013
273501,Sweet & Lynch,Only To Rise,1,2014
273675,Switch,Switch V,4,2016
273693,Switchfoot,Fading West: The Edge Of The Earth - Unreleased Songs (EP) (Soundtrack),1,2013
273798,Switchfoot,Where The Light Shines Through,2,2016
273822,Swizz Beatz,Poison,1,2018
273850,Swollen Members,Beautiful Death Machine,1,2013
273862,Swoope,Sinema,1,2014
273874,Sworn In,The Death Card,1,2013
273900,Syd,Fin,1,2017
273913,Sydney Youngblood,Sydney Youngblood,3,2017
273964,Syleena Johnson,Chapter 6: Couples Therapy,1,2014
273998,Sylvan Esso,Sylvan Esso,3,2014
274008,Sylvan Esso,What Now,1,2017
274113,Symphony X,Iconoclast,1,2011
274125,Symphony X,Paradise Lost,1,2010
274135,Symphony X,Underworld,1,2015
274180,Syreeta,Set My Love In Motion,3,2011
274357,T-Pain,Freaknik: The Musical Soundtrack (EP),1,2010
274362,T-Pain,Oblivion,1,2017
274519,T.I.,Da' Nic (EP),3,2015
274524,T.I.,Dime Trap,4,2018
274673,T.I.,Us Or Else (EP),1,2016
274716,THE FARM,"THE FARM INC., Nashville, TN",1,2012
274737,TLC,20,6,2013
274834,TNGHT,TNGHT (EP),1,2012
274872,TRUSTcompany,Dreaming In Black And White,1,2011
274935,TV On The Radio,Nine Types Of Light,5,2011
274960,TV On The Radio,Seeds,3,2014
275078,Taj Mahal & Keb' Mo',TajMo,1,2017
275089,Taka Boom,Taka Boom,4,2018
275160,Taking Back Sunday,Happiness Is,2,2014
275211,Taking Back Sunday,Tidal Wave,1,2016
275266,Talib Kweli,Gravitas,1,2013
275277,Talib Kweli,Gutter Rainbows,2,2011
275291,Talib Kweli,Prisoner Of Conscious,2,2013
275347,Talib Kweli & Styles P,The Seven (EP),1,2017
275565,Tamar Braxton,Bluebird Of Happiness,2,2017
275576,Tamar Braxton,Calling All Lovers,5,2015
275593,Tamar Braxton,Tamar,4,2013
275607,Tamar Braxton,Winter Loversland,5,2013
275654,Tamela Mann,One Way,3,2016
275691,Tamia,Beautiful Surprise,4,2012
275717,Tamia,Love Life,2,2015
275742,Tamia,Passion Like Fire,1,2018
276034,Tank,Savage,3,2017
276046,Tank,Sex Love & Pain II,7,2016
276058,Tank,Stronger,6,2014
276068,Tank,This Is How I Feel,7,2012
276081,Tanlines,Mixed Emotions,1,2012
276239,Tapes 'n Tapes,Outside,1,2011
276289,Taproot,Plead The Fifth,1,2010
276343,Tash Sultana,Flow State,1,2018
276366,Tasha Cobbs,One Place: Live,4,2015
276378,Tasha Cobbs Leonard,Heart. Passion. Pursuit,2,2017
276388,Tasha Page-Lockhart,Here Right Now,1,2014
276425,Tate Stevens,Tate Stevens,3,2013
276530,Taylor Dayne,Satisfied,1,2015
276626,Taylor Ray Holbrook,Backroads (EP),1,2017
276917,Tech N9ne,Boiling Point (K.O.D. Collection) (EP),1,2012
276924,Tech N9ne,E.B.A.H.,1,2012
277010,Tech N9ne,Planet,2,2018
277029,Tech N9ne,Seepage (EP),1,2010
277080,Tech N9ne,The Lost Scripts Of K.O.D. (EP),1,2010
277086,Tech N9ne,Therapy: Sessions With Ross Robinson,1,2013
277097,Tech N9ne Collabos,Dominion,1,2017
277156,Tech N9ne Collabos,Strange Reign,1,2017
277176,Tech N9ne Collabos,Strangeulation,6,2014
277197,Tech N9ne Collabos,Strangeulation II,2,2015
277220,Tech N9ne Collabos,The Gates Mixed Plate,3,2010
277242,Tech N9ne Collabos,Welcome To Strangeland,2,2011
277315,Ted Leo And The Pharmacists,The Brutalist Bricks,1,2010
277453,Ted Nugent,Shut Up & Jam!,1,2014
277476,Tedashii,Below Paradise,2,2014
277490,Tedashii,Blacklight,2,2011
277657,Tedeschi Trucks Band,Let Me Get By,3,2016
277667,Tedeschi Trucks Band,Live From The Fox Oakland,1,2017
277683,Tedeschi Trucks Band,Made Up Mind,6,2013
277737,Tee Grizzley,Still My Moment,3,2018
277752,Tee Grizzley & Lil Durk,Bloodas,1,2017
277778,Teena Marie,Beautiful,1,2012
277950,Tegan And Sara,Get Along,1,2011
277975,Tegan And Sara,Love You To Death,2,2016
278036,Tela,Double Dose,2,2013
278105,Temples,Sun Structures,1,2014
278126,Tempo,Free Tempo,1,2013
278254,Tenacious D,Post-Apocalypto (Soundtrack),1,2018
278326,Tennis,Cape Dory,1,2011
278336,Tennis,Ritual In Repeat,1,2014
278350,Tennis,Young & Old,1,2013
278362,Tennis,Yours Conditionally,1,2017
278372,Tenth Avenue North,Cathedrals,2,2014
278386,Tenth Avenue North,Followers,1,2016
278572,Terror,Live By The Code,1,2013
278802,Tesla,Twisted Wires & The Acoustic Sessions....,1,2011
278814,Tessanne Chin,Count On My Love,2,2014
278824,TesseracT,Altered State,1,2013
278834,TesseracT,Polaris,1,2015
278843,TesseracT,Sonder,1,2018
278850,Testament,Brotherhood Of The Snake,2,2016
278860,Testament,Dark Roots Of Earth,4,2012
278959,Texas Hippie Coalition,Ride On,1,2014
278969,Texas In July,Bloodwork,1,2014
278980,Texas In July,One Reality,1,2011
278991,Texas In July,Texas In July,1,2012
279030,Teyana Taylor,K.T.S.E.,5,2018
279038,Teyana Taylor,VII,3,2014
279141,Thalia,Amore Mio,1,2014
279206,The 1975,A Brief Inquiry Into Online Relationships,6,2018
279238,The 1975,IV (EP),1,2013
279407,The 5 Browns,The 5 Browns,2,2010
279568,The ARCS,"Yours, Dreamily,",2,2015
279583,The Acacia Strain,Coma Witch,1,2014
279594,The Acacia Strain,Continent,1,2018
279607,The Acacia Strain,Death Is The Only Mortal,1,2012
279617,The Acacia Strain,Gravebloom,1,2017
279628,The Acacia Strain,Wormwood,2,2010
279694,The Afghan Whigs,Do To The Beast,2,2014
279704,The Afghan Whigs,In Spades,1,2017
279714,The Afters,Life Is Beautiful,1,2013
279738,The Airborne Toxic Event,All At Once,5,2011
279749,The Airborne Toxic Event,Dope Machines,1,2015
279759,The Airborne Toxic Event,Such Hot Blood,2,2013
280255,The Allman Brothers Band,Play All Night: Live At The Beacon Theatre 1992,1,2014
280365,The Almost,Fear Inside Our Bones,1,2013
280428,The Amity Affliction,Let The Ocean Take Me,2,2014
280438,The Amity Affliction,Misery,1,2018
280450,The Amity Affliction,This Could Be Heartbreak,1,2016
280632,The Antlers,Burst Apart,2,2011
280642,The Antlers,Familiars,1,2014
280651,The Antlers,Undersea (EP),1,2012
280667,The Aquabats!,Hi-Five Soup!,1,2011
281017,The Avalanches,Wildflower,2,2016
281068,The Avett Brothers,"Live, Volume 3",5,2015
281479,The Bangles,Sweetheart Of The Sun,1,2011
281506,The Beach Boys,1967: Sunshine Tomorrow,1,2017
281733,The Beach Boys,Live: The 50th Anniversary Tour,2,2018
282047,The Beach Boys With The Royal Philharmonic Orchestra,The Beach Boys With The Royal Philharmonic Orchestra,1,2018
282419,The Beatles,Live At The Hollywood Bowl,5,2016
282717,The Beatles,Tomorrow Never Knows,2,2013
282900,The Birthday Massacre,Hide And Seek,1,2012
282910,The Birthday Massacre,Pins And Needles,1,2010
282921,The Birthday Massacre,Superstition,1,2014
282931,The Birthday Massacre,Under Your Spell,1,2017
282942,The Black Angels,Clear Lake Forest (EP),1,2014
282949,The Black Angels,Death Song,1,2017
282960,The Black Angels,Indigo Meadow,2,2013
282973,The Black Angels,Phosphene Dream,2,2010
283025,The Black Crowes,Croweology,6,2010
283073,The Black Crowes,The Lost Crowes: The Tall Sessions/The Band Sessions,1,2017
283122,The Black Dahlia Murder,Abysmal,1,2015
283142,The Black Dahlia Murder,Everblack,2,2013
283162,The Black Dahlia Murder,Nightbringers,1,2017
283338,The Black Keys,The Tour Rehearsal Tapes (EP),1,2012
283568,The Books,The Way Out,1,2010
283641,The Booth Brothers,A Tribute To The Songs Of Bill & Gloria Gaither,1,2012
283673,The Bouncing Souls,Comet,1,2012
283695,The Bouncing Souls,Simplicity,1,2016
283756,The Boxer Rebellion,Promises,1,2013
283861,The Brass Ring featuring Phil Bodner,The Dis-Advantages Of You,2,2010
283918,The Braxtons,Braxton Family Christmas,1,2015
283969,The Breeders,All Nerve,1,2018
284124,The Brooklyn Tabernacle Choir,I'll Say Yes,2,2017
284138,The Brooklyn Tabernacle Choir,Pray: Live,2,2015
284153,The Brothers Four,A Beatles' Songbook (The Brothers Four Sing Lennon/McCartney),7,2011
284333,The Budos Band,Burnt Offering,1,2014
284343,The Budos Band,The Budos Band III,1,2010
284599,The Cab,Lock Me Up (EP),1,2014
284604,The Cab,Symphony Soldier,2,2011
284628,The Cadillac Three,Bury Me In My Boots,2,2016
284642,The Cadillac Three,Legacy,1,2017
284739,The Candymen,The Candymen,4,2011
284764,The Caravelles,You Don't Have To Be A Baby To Cry,4,2015
284821,The Cars,Move Like This,7,2011
284920,The Cathedrals,Cathedrals Family Reunion,1,2013
285025,The Chariot,One Wing,1,2012
285203,The Chemical Brothers,Born In The Echoes,1,2015
285236,The Chemical Brothers,Further,1,2010
285466,The Chieftains,Voice Of Ages,6,2012
285498,The Chieftains Featuring Ry Cooder,San Patricio,5,2010
285518,The Chiffons,Sweet Talkin' Guy,3,2015
285520,The Chimes,The Chimes,6,2015
285658,The Civil Wars,Bare Bones EP,1,2013
285678,The Civil Wars,Between The Bars (EP),1,2012
285879,The Classic Crime,How To Be Human,1,2017
285907,The Classic Crime,Vagabonds,1,2010
285920,The Classic Crime,What Was Done: Volume 1: A Decade Revisited,1,2014
286040,The Color Morale,Desolate Divine,1,2016
286051,The Color Morale,Hold On Pain Ends,1,2014
286063,The Color Morale,Know Hope,1,2013
286075,The Colourist,The Colourist,1,2014
286113,The Comrads,Wake Up & Ball,2,2012
286127,The Congregation,Book I,3,2016
286190,The Contortionist,Clairvoyant,1,2017
286199,The Contortionist,Intrinsic,1,2012
286209,The Contortionist,Language,1,2014
286235,The Cool Kids,When Fish Ride Bicycles,1,2011
286247,The Corporation,The Corporation,4,2018
286316,The Countdown Kids,100 Songs For Kids: Mommy And Me,1,2014
286491,The Counts,What's Up Front That-Counts,2,2018
286592,The Crabb Family,Together Again,1,2012
286640,The Cranberries,Roses,2,2012
286968,The Cult,Choice Of Weapon,2,2012
286979,The Cult,Hidden City,1,2016
287359,The Damnwells,No One Listens To The Band Anymore,1,2011
287409,The Dandy Warhols,This Machine,1,2012
287433,The Dangerous Summer,Golden Record,1,2013
287447,The Dangerous Summer,War Paint,1,2011
287460,The Darkness,Hot Cakes,2,2012
287475,The Darkness,Last Of Our Kind,1,2015
287506,The Darkness,Pinewood Smile,1,2017
287520,The Dave Brubeck Quartet,Angel Eyes,3,2012
287528,The Dave Brubeck Quartet,Jazz Impressions Of New York,4,2012
287566,The Dave Clark Five,5 By 5,7,2013
287648,The Dead Weather,Dodge And Burn,3,2015
287671,The Dead Weather,Sea Of Cowards,7,2010
287696,The Dear Hunter,Act IV: Rebirth In Reprise,1,2015
287711,The Dear Hunter,Act V: Hymns With The Devil In Confessional,1,2016
287726,The Dear Hunter,Migrant,1,2013
287741,The Decemberists,Florasongs (EP),1,2015
287746,The Decemberists,I'll Be Your Girl,2,2018
287757,The Decemberists,Long Live The King (EP),2,2011
287812,The Decemberists,We All Raise Our Voices to the Air: Live Songs 04.11.08,1,2012
288000,The Derek Trucks Band,Roadsongs,1,2010
288037,The Devil Makes Three,I'm A Stranger Here,1,2015
288049,The Devil Makes Three,Redemption & Ruin,1,2016
288061,The Devil Wears Prada,8:18,2,2013
288074,The Devil Wears Prada,Dead Throne,4,2011
288097,The Devil Wears Prada,Space (EP),1,2015
288103,The Devil Wears Prada,Transit Blues,1,2016
288125,The Devil Wears Prada,Zombie (EP),4,2010
288164,The Dillinger Escape Plan,Dissociation,1,2016
288199,The Dillinger Escape Plan,One Of Us Is The Killer,2,2013
288210,The Dillinger Escape Plan,Option Paralysis,1,2010
288234,The Dillman Band,The Daisy Dillman Band,2,2015
288283,The Dirty Guv'nahs,Hearts On Fire,1,2014
288296,The Dirty Heads,Dirty Heads,2,2012
288312,The Dirty Heads,Home / Phantoms Of Summer / The Acoustic Sessions,1,2013
288323,The Dirty Heads,Sound Of Change,4,2015
288354,The Dodos,No Color,1,2011
288457,The Doobie Brothers,Southbound,3,2014
288530,The Doobie Brothers,World Gone Crazy,2,2010
288636,The Doors,The Singles,1,2017
288803,The Downtown Fiction,Let's Be Animals,1,2011
288950,The Earls Of Leicester,The Earls Of Leicester,1,2014
288964,The Early November,In Currents,1,2012
289194,The English Beat,Wha'ppen,6,2012
289283,The Exotic Guitars,The Exotic Guitars,5,2011
289314,The Expendables,Prove It,1,2010
289381,The Faceless,Autotheism,1,2012
289399,The Faint,Doom Abuse,1,2014
289687,The Flaming Lips,Oczy Mlody,1,2017
289699,The Flaming Lips,The Flaming Lips And Heady Fwends,1,2012
289712,The Flaming Lips,The Terror,3,2013
289734,The Flaming Lips,With A Little Help From My Fwends,1,2014
289790,The Floacist,The Floacist Presents: Floetic Soul,2,2012
289868,The Foreign Exchange,Authenticity,1,2010
289879,The Foreign Exchange,Love In Flying Colors,1,2013
289954,The Fratellis,We Need Medicine!,1,2013
289967,The Fray,Helios,6,2014
290012,The Fray,Through The Years: The Best Of The Fray,1,2016
290073,The Front Bottoms,Back On Top,1,2015
290084,The Front Bottoms,Going Grey,1,2017
290095,The Front Bottoms,Rose (EP),1,2014
290101,The Front Bottoms,Talon Of The Hawk,1,2013
290113,The Game,1992,4,2016
290126,The Game,Blood Moon: Year Of The Wolf,5,2014
290204,The Game,Streets Of Compton,1,2016
290234,The Game,The Documentary 2 + 2.5: Collector's Edition,1,2016
290314,The Game,West Coast Resurrection,3,2014
290398,The Gaslight Anthem,American Slang,6,2010
290408,The Gaslight Anthem,Get Hurt,5,2014
290437,The Gaslight Anthem,The B-Sides,1,2014
290512,The Get Up Kids,There Are Rules,1,2011
290525,The Ghost Inside,Dear Youth,1,2014
290536,The Ghost Inside,Get What You Give,1,2012
290547,The Ghost Of A Saber Tooth Tiger,Midnight Sun,1,2014
290559,The Gibson Brothers,Cuba,2,2016
290577,The Glitch Mob,Love Death Immortality,2,2014
290587,The Glitch Mob,See Without Eyes,1,2018
